Weight_kg,BMI,Protein_Intake,Dietary_Habits,Recommended_Meal_Plan
63,27.27,109,Vegetarian,High-Protein Diet
52,21.93,89,Regular,Low-Carb Diet
73,31.6,116,Regular,Low-Carb Diet
114,29.68,86,Regular,High-Protein Diet
97,34.37,148,Vegetarian,High-Protein Diet
59,25.88,108,Regular,Low-Carb Diet
62,16.64,69,Regular,Low-Fat Diet
63,18.21,107,Vegan,High-Protein Diet
59,21.41,170,Regular,Balanced Diet
89,33.5,187,Vegetarian,Low-Carb Diet
72,22.98,108,Regular,High-Protein Diet
104,33.57,166,Keto,Low-Fat Diet
112,44.3,198,Keto,Balanced Diet
91,39.39,92,Vegetarian,High-Protein Diet
115,33.6,92,Regular,High-Protein Diet
96,27.45,152,Regular,Low-Carb Diet
101,33.36,178,Vegan,High-Protein Diet
67,22.91,176,Vegetarian,Balanced Diet
67,17.26,156,Regular,High-Protein Diet
73,20.65,112,Regular,Low-Carb Diet
72,18.74,67,Regular,Balanced Diet
61,19.04,76,Regular,Low-Carb Diet
72,24.91,93,Keto,Low-Carb Diet
70,21.85,110,Vegan,Low-Carb Diet
113,36.07,189,Vegetarian,Low-Fat Diet
83,25.62,154,Keto,High-Protein Diet
51,16.65,65,Regular,High-Protein Diet
118,32.01,198,Vegetarian,Low-Fat Diet
80,27.36,149,Regular,High-Protein Diet
117,40.48,166,Regular,Low-Fat Diet
119,52.89,172,Regular,Balanced Diet
68,19.66,62,Regular,Low-Carb Diet
62,23.62,177,Regular,Low-Fat Diet
114,39.45,57,Keto,Balanced Diet
55,14.46,185,Regular,High-Protein Diet
76,30.44,147,Regular,Balanced Diet
101,36.65,167,Regular,Low-Carb Diet
97,25.25,70,Regular,Balanced Diet
117,40.48,190,Vegetarian,Balanced Diet
93,28.7,99,Regular,Balanced Diet
66,18.67,53,Keto,Low-Fat Diet
87,29.75,175,Keto,High-Protein Diet
59,22.76,198,Keto,High-Protein Diet
103,42.87,122,Vegetarian,Low-Carb Diet
55,20.2,154,Regular,Low-Carb Diet
55,17.96,134,Regular,Low-Fat Diet
101,42.59,181,Vegan,Low-Fat Diet
64,25.64,113,Regular,High-Protein Diet
117,30.77,129,Regular,Low-Fat Diet
106,29.67,74,Regular,High-Protein Diet
105,39.52,56,Regular,Balanced Diet
56,15.03,175,Regular,Balanced Diet
100,27.41,54,Regular,High-Protein Diet
107,33.39,89,Regular,Low-Fat Diet
113,36.9,70,Keto,Balanced Diet
75,19.93,199,Vegetarian,Low-Carb Diet
107,33.77,140,Regular,High-Protein Diet
80,28.34,110,Regular,Balanced Diet
115,29.94,128,Regular,Low-Carb Diet
62,25.15,168,Regular,High-Protein Diet
67,22.65,180,Keto,High-Protein Diet
62,17.0,160,Regular,High-Protein Diet
73,21.56,105,Vegetarian,Balanced Diet
106,32.72,160,Regular,Balanced Diet
78,23.04,122,Vegetarian,Low-Fat Diet
105,32.05,75,Keto,High-Protein Diet
103,43.43,67,Vegetarian,Low-Fat Diet
54,19.83,121,Regular,Low-Fat Diet
84,30.48,64,Vegetarian,Low-Fat Diet
68,20.76,95,Keto,High-Protein Diet
104,29.74,71,Keto,Balanced Diet
118,36.02,95,Keto,Balanced Diet
93,32.56,53,Regular,Balanced Diet
87,22.42,70,Regular,High-Protein Diet
111,48.68,95,Regular,Balanced Diet
71,24.86,138,Vegan,Low-Fat Diet
89,23.17,72,Vegetarian,Low-Fat Diet
75,26.89,66,Vegan,High-Protein Diet
54,24.0,145,Keto,High-Protein Diet
103,32.51,115,Keto,High-Protein Diet
98,30.93,178,Vegan,Low-Carb Diet
52,18.42,84,Keto,High-Protein Diet
87,23.36,109,Vegetarian,High-Protein Diet
63,17.64,55,Vegan,High-Protein Diet
96,39.96,167,Vegan,Low-Fat Diet
63,16.91,133,Regular,Balanced Diet
87,24.62,75,Keto,Balanced Diet
113,28.53,123,Regular,Low-Carb Diet
93,24.46,53,Regular,High-Protein Diet
119,48.28,152,Vegetarian,Low-Fat Diet
114,38.09,58,Regular,Balanced Diet
74,25.91,118,Vegan,Low-Carb Diet
65,24.46,58,Regular,Low-Carb Diet
64,26.99,74,Keto,High-Protein Diet
52,14.4,89,Regular,High-Protein Diet
116,32.47,74,Vegan,Balanced Diet
86,25.68,100,Regular,High-Protein Diet
104,38.2,170,Keto,Balanced Diet
87,23.12,195,Regular,High-Protein Diet
112,46.02,136,Regular,Balanced Diet
50,18.37,102,Regular,Low-Carb Diet
68,27.94,96,Regular,Low-Carb Diet
101,32.61,110,Keto,Low-Carb Diet
79,29.73,106,Vegetarian,Low-Fat Diet
104,39.14,126,Regular,Low-Carb Diet
63,16.91,197,Vegetarian,High-Protein Diet
62,18.72,120,Vegetarian,Low-Carb Diet
76,22.94,164,Regular,Low-Carb Diet
58,15.57,103,Keto,Balanced Diet
90,31.51,114,Regular,Balanced Diet
97,25.25,166,Keto,High-Protein Diet
61,17.82,90,Regular,High-Protein Diet
59,24.24,178,Vegan,Low-Fat Diet
55,16.79,101,Regular,Balanced Diet
83,21.39,130,Regular,Balanced Diet
101,43.72,120,Regular,High-Protein Diet
90,25.46,193,Vegetarian,Balanced Diet
55,17.36,70,Vegan,Low-Carb Diet
51,17.04,179,Regular,High-Protein Diet
64,21.89,118,Regular,Balanced Diet
66,27.47,54,Keto,High-Protein Diet
65,16.75,122,Vegan,Balanced Diet
77,25.73,195,Vegan,High-Protein Diet
59,16.52,68,Regular,Low-Fat Diet
59,19.94,55,Vegetarian,Low-Carb Diet
59,16.87,112,Regular,Low-Carb Diet
77,30.46,198,Regular,Balanced Diet
73,26.81,63,Vegan,Low-Carb Diet
68,26.56,51,Keto,Low-Carb Diet
117,35.71,195,Vegan,Balanced Diet
105,27.9,67,Keto,Low-Carb Diet
116,48.28,84,Vegetarian,Balanced Diet
91,30.41,131,Regular,Balanced Diet
61,18.42,132,Regular,Low-Carb Diet
67,25.85,74,Regular,Low-Fat Diet
72,23.24,184,Regular,High-Protein Diet
55,15.73,180,Vegan,Low-Fat Diet
102,36.57,106,Vegetarian,Low-Fat Diet
91,24.18,103,Regular,Low-Fat Diet
115,32.54,65,Regular,High-Protein Diet
79,30.1,197,Regular,Balanced Diet
58,16.24,182,Regular,Balanced Diet
91,28.4,110,Regular,Balanced Diet
83,21.17,73,Keto,Low-Fat Diet
89,24.65,177,Regular,Low-Fat Diet
66,25.15,112,Regular,High-Protein Diet
78,23.29,137,Vegetarian,Low-Fat Diet
99,28.93,174,Vegan,Low-Carb Diet
98,30.59,129,Vegetarian,Low-Fat Diet
110,36.33,160,Regular,Balanced Diet
95,41.66,77,Vegan,Low-Carb Diet
95,27.76,173,Vegetarian,High-Protein Diet
66,23.67,172,Vegetarian,Low-Carb Diet
115,48.49,54,Vegan,Low-Fat Diet
54,19.13,64,Regular,Balanced Diet
103,28.23,154,Regular,Balanced Diet
65,23.31,98,Regular,Balanced Diet
56,17.09,53,Vegetarian,Balanced Diet
57,19.72,63,Regular,Low-Carb Diet
87,34.41,187,Vegan,Balanced Diet
103,29.77,136,Regular,Low-Fat Diet
64,16.32,174,Regular,High-Protein Diet
99,33.86,150,Regular,High-Protein Diet
105,40.01,93,Vegetarian,Low-Fat Diet
58,21.05,126,Vegetarian,Low-Carb Diet
57,22.83,177,Regular,Balanced Diet
68,22.72,158,Vegetarian,Low-Carb Diet
100,26.85,114,Regular,Low-Fat Diet
106,39.9,53,Regular,Balanced Diet
117,30.77,175,Vegetarian,High-Protein Diet
80,32.46,50,Regular,Low-Fat Diet
52,15.03,173,Keto,Low-Carb Diet
92,32.6,126,Regular,High-Protein Diet
78,24.9,70,Vegetarian,Low-Carb Diet
59,15.52,128,Regular,High-Protein Diet
61,16.9,90,Regular,High-Protein Diet
95,29.65,59,Keto,Low-Fat Diet
79,32.46,166,Vegetarian,Low-Fat Diet
81,26.45,181,Regular,Balanced Diet
96,26.87,73,Regular,Low-Fat Diet
112,29.45,68,Vegan,Low-Fat Diet
75,19.72,133,Vegetarian,High-Protein Diet
52,20.31,165,Vegetarian,High-Protein Diet
72,27.1,124,Vegan,Low-Fat Diet
99,34.26,172,Vegetarian,Low-Fat Diet
85,34.48,136,Regular,Low-Carb Diet
62,26.84,128,Vegan,Low-Carb Diet
78,24.9,134,Regular,Balanced Diet
87,27.46,149,Keto,Low-Carb Diet
54,18.25,176,Regular,Low-Carb Diet
69,24.74,190,Regular,Low-Carb Diet
63,18.61,81,Regular,Low-Carb Diet
57,21.72,59,Regular,Low-Carb Diet
97,37.42,108,Vegetarian,Balanced Diet
62,16.14,95,Keto,Balanced Diet
73,18.43,150,Regular,Low-Carb Diet
114,48.07,172,Keto,High-Protein Diet
83,23.48,81,Vegetarian,Balanced Diet
100,39.06,133,Keto,Low-Fat Diet
52,20.31,88,Vegan,Low-Carb Diet
107,27.85,193,Vegetarian,High-Protein Diet
104,28.51,88,Keto,High-Protein Diet
91,23.69,109,Vegan,Balanced Diet
70,21.6,182,Vegetarian,High-Protein Diet
59,18.21,130,Regular,Low-Fat Diet
106,40.39,75,Keto,High-Protein Diet
74,27.85,100,Vegetarian,Low-Fat Diet
105,26.78,117,Regular,Low-Carb Diet
87,23.12,151,Vegetarian,Low-Carb Diet
110,30.15,159,Keto,Low-Carb Diet
96,31.71,69,Keto,Low-Fat Diet
103,31.1,120,Regular,Low-Carb Diet
95,28.68,116,Keto,Low-Carb Diet
117,43.5,99,Regular,Low-Carb Diet
53,19.47,167,Regular,High-Protein Diet
115,30.87,65,Vegetarian,Low-Carb Diet
92,26.31,165,Vegetarian,Low-Fat Diet
111,46.2,138,Regular,High-Protein Diet
53,14.23,168,Regular,Low-Carb Diet
114,37.65,164,Regular,Balanced Diet
111,41.27,179,Regular,Low-Fat Diet
51,21.79,108,Keto,High-Protein Diet
58,24.78,90,Keto,Low-Carb Diet
106,33.08,111,Regular,Low-Fat Diet
94,28.07,133,Regular,High-Protein Diet
67,21.63,179,Keto,High-Protein Diet
97,29.94,56,Vegetarian,Low-Carb Diet
91,27.78,175,Regular,Low-Carb Diet
90,24.16,167,Vegan,High-Protein Diet
107,30.27,185,Regular,Low-Carb Diet
91,36.45,52,Regular,Balanced Diet
84,23.27,191,Regular,High-Protein Diet
87,35.3,136,Vegetarian,Balanced Diet
116,43.66,121,Regular,High-Protein Diet
90,27.17,82,Regular,Balanced Diet
99,33.46,60,Vegan,High-Protein Diet
94,32.53,146,Keto,High-Protein Diet
68,26.23,60,Keto,Low-Carb Diet
66,28.95,156,Regular,High-Protein Diet
114,43.44,67,Vegan,Balanced Diet
105,44.85,141,Vegan,High-Protein Diet
90,31.51,139,Regular,High-Protein Diet
91,22.98,143,Regular,Low-Carb Diet
55,14.17,158,Regular,Low-Fat Diet
118,44.41,123,Regular,Low-Carb Diet
89,27.78,52,Regular,Balanced Diet
90,28.41,81,Regular,Balanced Diet
58,23.53,85,Regular,Low-Carb Diet
57,21.99,187,Keto,Balanced Diet
93,25.76,164,Keto,High-Protein Diet
107,30.6,104,Regular,Balanced Diet
116,37.88,166,Keto,Balanced Diet
62,15.66,74,Vegan,Balanced Diet
68,29.82,57,Regular,Balanced Diet
98,27.43,102,Regular,Low-Fat Diet
79,29.73,59,Keto,Balanced Diet
115,47.87,127,Vegetarian,Low-Carb Diet
108,29.6,142,Vegetarian,Balanced Diet
102,28.55,178,Vegetarian,Balanced Diet
101,31.17,196,Vegetarian,Balanced Diet
80,29.03,69,Regular,Low-Fat Diet
64,21.14,97,Vegan,High-Protein Diet
69,21.06,121,Regular,Low-Carb Diet
54,20.83,107,Keto,Low-Fat Diet
56,14.28,87,Regular,Balanced Diet
67,25.53,137,Keto,Low-Carb Diet
105,37.2,56,Regular,Low-Fat Diet
94,25.24,69,Keto,Low-Fat Diet
77,19.84,75,Regular,Low-Carb Diet
99,32.7,138,Regular,Balanced Diet
51,15.74,133,Regular,Low-Carb Diet
117,33.82,105,Regular,Low-Carb Diet
73,24.11,111,Regular,Low-Fat Diet
97,35.63,177,Regular,Low-Fat Diet
94,26.88,85,Regular,Low-Carb Diet
107,29.03,69,Vegetarian,Low-Fat Diet
85,21.68,195,Regular,High-Protein Diet
51,17.24,76,Regular,Low-Carb Diet
67,25.22,182,Keto,Balanced Diet
98,40.79,144,Regular,Low-Carb Diet
57,18.83,90,Regular,High-Protein Diet
107,36.17,134,Vegan,Low-Carb Diet
64,17.36,101,Keto,High-Protein Diet
66,25.46,180,Regular,Balanced Diet
72,27.43,107,Vegan,High-Protein Diet
115,33.6,139,Regular,Balanced Diet
119,33.67,169,Vegetarian,Low-Carb Diet
76,22.69,90,Regular,Low-Carb Diet
86,35.8,82,Keto,Balanced Diet
98,28.02,87,Vegetarian,Low-Fat Diet
113,28.53,195,Regular,High-Protein Diet
83,23.24,98,Regular,Low-Fat Diet
67,27.18,110,Regular,Low-Fat Diet
113,45.84,65,Keto,Low-Carb Diet
93,26.04,134,Regular,Low-Carb Diet
66,19.93,93,Vegetarian,High-Protein Diet
108,32.25,80,Vegan,Low-Fat Diet
62,16.64,144,Regular,Low-Carb Diet
101,37.55,163,Regular,Balanced Diet
109,31.85,52,Regular,Balanced Diet
91,26.88,144,Vegan,Balanced Diet
113,29.72,187,Keto,Low-Carb Diet
115,39.33,106,Regular,Balanced Diet
83,28.06,150,Regular,High-Protein Diet
113,31.63,164,Vegan,Balanced Diet
82,21.79,55,Keto,Low-Carb Diet
61,20.86,191,Vegetarian,High-Protein Diet
68,28.67,181,Regular,Low-Carb Diet
58,17.9,88,Vegetarian,High-Protein Diet
66,25.15,103,Vegetarian,Balanced Diet
99,31.6,78,Regular,Balanced Diet
88,30.81,111,Keto,High-Protein Diet
90,27.17,185,Regular,High-Protein Diet
59,21.67,195,Regular,Balanced Diet
61,19.25,71,Vegan,Low-Carb Diet
64,21.63,195,Regular,Low-Fat Diet
77,25.73,160,Regular,Low-Fat Diet
53,15.83,97,Keto,Balanced Diet
85,34.93,179,Regular,Low-Fat Diet
114,32.6,75,Vegan,Low-Carb Diet
96,27.75,194,Keto,Low-Fat Diet
88,37.59,53,Regular,Low-Fat Diet
87,25.98,58,Regular,Balanced Diet
93,25.49,59,Regular,High-Protein Diet
100,34.2,118,Regular,Low-Fat Diet
75,31.62,98,Regular,Low-Carb Diet
85,21.46,89,Regular,Low-Fat Diet
118,32.35,68,Regular,Low-Fat Diet
50,16.9,86,Vegetarian,Balanced Diet
102,37.92,98,Regular,Balanced Diet
55,16.98,183,Keto,Low-Carb Diet
86,34.45,113,Vegetarian,High-Protein Diet
51,13.83,80,Vegetarian,Low-Fat Diet
118,38.97,102,Regular,High-Protein Diet
90,29.73,82,Regular,Balanced Diet
100,25.51,66,Regular,Low-Fat Diet
96,33.22,114,Regular,Low-Fat Diet
62,24.84,116,Regular,High-Protein Diet
118,30.41,137,Vegetarian,Low-Fat Diet
115,32.89,86,Keto,Balanced Diet
108,36.93,141,Vegan,Low-Fat Diet
117,31.74,76,Keto,High-Protein Diet
108,36.51,197,Regular,Low-Fat Diet
59,15.05,157,Regular,Low-Fat Diet
62,26.49,119,Vegetarian,Low-Fat Diet
51,16.1,159,Regular,Low-Carb Diet
64,23.8,170,Regular,Balanced Diet
95,42.22,155,Keto,High-Protein Diet
106,33.08,79,Regular,Balanced Diet
59,18.62,96,Keto,High-Protein Diet
71,24.86,99,Keto,Low-Carb Diet
57,17.21,77,Regular,Low-Fat Diet
70,19.39,80,Keto,Low-Fat Diet
71,19.06,97,Regular,Low-Carb Diet
94,27.47,109,Regular,Low-Carb Diet
89,30.44,96,Regular,Balanced Diet
71,27.05,178,Regular,Low-Fat Diet
79,32.46,168,Regular,Balanced Diet
111,45.03,149,Vegetarian,Low-Carb Diet
94,30.0,72,Regular,Low-Carb Diet
84,22.32,197,Regular,Low-Fat Diet
91,24.69,143,Vegetarian,Low-Fat Diet
54,21.63,138,Vegetarian,Low-Fat Diet
76,25.1,97,Keto,Balanced Diet
119,43.71,193,Regular,Low-Fat Diet
111,43.91,151,Regular,Low-Fat Diet
81,31.64,184,Regular,Low-Carb Diet
57,17.59,111,Regular,Balanced Diet
67,25.85,146,Regular,Low-Carb Diet
64,19.75,130,Keto,Low-Fat Diet
75,28.23,153,Regular,High-Protein Diet
102,27.38,53,Regular,Low-Fat Diet
93,28.39,62,Regular,Balanced Diet
81,20.45,75,Regular,Low-Carb Diet
77,27.94,190,Vegan,Balanced Diet
88,25.99,145,Vegetarian,Low-Fat Diet
81,36.0,189,Regular,Low-Carb Diet
67,21.15,169,Regular,Low-Fat Diet
119,50.84,134,Vegetarian,Low-Fat Diet
60,20.28,82,Regular,Low-Fat Diet
81,25.85,116,Vegetarian,Balanced Diet
69,25.34,56,Regular,Low-Carb Diet
89,34.34,56,Vegetarian,Balanced Diet
57,19.72,92,Regular,Low-Fat Diet
84,22.32,125,Vegetarian,Low-Carb Diet
118,42.82,165,Vegan,High-Protein Diet
70,19.6,158,Regular,Balanced Diet
73,27.82,115,Regular,Low-Carb Diet
66,20.15,153,Keto,Low-Carb Diet
67,19.37,192,Regular,Low-Carb Diet
61,15.4,93,Regular,Low-Fat Diet
65,24.17,150,Vegan,High-Protein Diet
53,20.45,189,Regular,Low-Fat Diet
83,21.17,183,Keto,Low-Fat Diet
95,35.32,172,Regular,Low-Fat Diet
80,23.89,149,Regular,High-Protein Diet
74,30.8,187,Keto,High-Protein Diet
73,26.49,129,Vegetarian,Low-Fat Diet
114,29.37,174,Regular,High-Protein Diet
74,18.88,89,Keto,Balanced Diet
77,26.96,136,Keto,Low-Carb Diet
85,34.05,109,Vegetarian,Balanced Diet
55,23.19,157,Regular,Low-Fat Diet
115,38.87,184,Vegan,High-Protein Diet
116,35.02,162,Keto,Low-Carb Diet
97,27.74,173,Regular,High-Protein Diet
119,44.79,63,Vegetarian,Low-Fat Diet
116,42.1,150,Vegetarian,Balanced Diet
97,34.37,179,Regular,Low-Carb Diet
114,34.42,86,Regular,High-Protein Diet
93,41.33,118,Regular,High-Protein Diet
112,42.68,151,Keto,High-Protein Diet
95,24.98,71,Keto,Low-Carb Diet
68,21.95,119,Vegetarian,Balanced Diet
113,47.03,94,Keto,Low-Fat Diet
99,41.21,56,Regular,Balanced Diet
112,33.81,54,Keto,High-Protein Diet
90,28.09,141,Regular,Low-Fat Diet
56,14.73,96,Vegetarian,Balanced Diet
58,17.13,136,Keto,Low-Fat Diet
53,17.92,115,Regular,Balanced Diet
98,38.76,198,Vegan,High-Protein Diet
55,19.49,170,Vegan,High-Protein Diet
70,22.34,115,Vegetarian,Balanced Diet
64,21.63,51,Regular,Low-Fat Diet
116,49.55,67,Vegetarian,Balanced Diet
115,40.26,95,Regular,Low-Fat Diet
105,37.2,58,Keto,Low-Carb Diet
117,32.07,191,Regular,High-Protein Diet
81,26.15,117,Vegetarian,Low-Fat Diet
115,34.34,89,Regular,Low-Carb Diet
78,33.32,199,Regular,Low-Fat Diet
115,32.89,64,Regular,Low-Fat Diet
83,34.11,113,Regular,Balanced Diet
76,19.58,194,Regular,Low-Carb Diet
109,44.79,175,Vegetarian,High-Protein Diet
88,22.22,96,Regular,Low-Fat Diet
93,30.37,143,Regular,Low-Carb Diet
85,27.76,99,Keto,Balanced Diet
68,24.09,158,Regular,High-Protein Diet
94,37.65,63,Keto,Low-Fat Diet
70,24.51,116,Regular,Balanced Diet
72,19.74,69,Vegetarian,Balanced Diet
76,20.19,72,Vegetarian,Low-Carb Diet
68,17.17,198,Regular,High-Protein Diet
90,33.06,182,Regular,Low-Fat Diet
75,27.22,101,Keto,Low-Fat Diet
77,26.33,71,Vegetarian,Balanced Diet
113,43.06,118,Keto,Low-Fat Diet
117,45.14,198,Keto,Low-Fat Diet
100,39.56,182,Regular,Low-Fat Diet
97,43.11,126,Vegetarian,High-Protein Diet
59,18.01,173,Regular,Low-Carb Diet
88,27.46,60,Regular,Low-Carb Diet
68,27.59,116,Regular,High-Protein Diet
113,39.1,117,Vegan,Balanced Diet
68,23.26,162,Regular,Low-Carb Diet
111,39.8,186,Regular,Low-Carb Diet
62,27.19,143,Keto,Low-Fat Diet
74,19.07,100,Regular,Low-Carb Diet
91,24.43,109,Vegetarian,High-Protein Diet
88,35.25,94,Keto,Low-Fat Diet
79,34.19,107,Regular,High-Protein Diet
54,17.63,125,Regular,Low-Carb Diet
67,23.18,98,Regular,Balanced Diet
70,21.85,190,Vegan,Low-Fat Diet
99,31.6,198,Regular,High-Protein Diet
55,16.07,70,Keto,Balanced Diet
99,32.33,118,Regular,High-Protein Diet
115,34.34,130,Regular,High-Protein Diet
50,20.28,104,Vegetarian,High-Protein Diet
106,41.93,134,Regular,Balanced Diet
79,20.36,65,Keto,Balanced Diet
107,29.03,199,Vegetarian,Low-Fat Diet
101,25.5,136,Vegetarian,Low-Carb Diet
86,32.37,197,Vegetarian,High-Protein Diet
97,27.15,177,Regular,Low-Fat Diet
50,18.59,121,Regular,Low-Fat Diet
68,24.68,95,Keto,High-Protein Diet
95,34.06,98,Regular,Low-Fat Diet
116,35.41,154,Vegan,High-Protein Diet
51,14.58,151,Regular,High-Protein Diet
105,35.49,115,Regular,High-Protein Diet
66,17.36,111,Regular,Balanced Diet
71,24.0,169,Regular,Low-Fat Diet
76,22.45,170,Vegetarian,Low-Carb Diet
104,29.43,62,Regular,Balanced Diet
81,30.12,59,Vegetarian,Balanced Diet
109,36.42,107,Regular,Low-Fat Diet
77,24.58,74,Regular,Low-Fat Diet
77,28.28,120,Keto,Balanced Diet
74,27.18,173,Vegan,High-Protein Diet
75,21.0,111,Vegetarian,High-Protein Diet
66,18.67,110,Vegetarian,Balanced Diet
56,23.31,76,Regular,Low-Carb Diet
105,46.05,101,Regular,Balanced Diet
113,43.06,92,Regular,Balanced Diet
69,18.52,77,Regular,Balanced Diet
87,22.65,70,Vegetarian,Low-Fat Diet
107,42.86,134,Regular,Balanced Diet
65,19.41,96,Regular,Balanced Diet
100,36.29,76,Keto,Balanced Diet
76,24.54,64,Regular,Balanced Diet
100,31.56,54,Regular,Low-Fat Diet
65,18.79,113,Regular,High-Protein Diet
109,29.57,66,Regular,Balanced Diet
89,30.44,185,Regular,Low-Carb Diet
116,38.76,106,Vegan,High-Protein Diet
51,20.96,106,Vegetarian,High-Protein Diet
97,28.96,97,Vegetarian,High-Protein Diet
101,26.02,137,Keto,Low-Fat Diet
73,28.16,177,Keto,Low-Fat Diet
51,17.24,195,Keto,Low-Carb Diet
114,42.39,91,Vegetarian,Low-Carb Diet
69,20.83,103,Vegan,High-Protein Diet
83,31.63,193,Regular,High-Protein Diet
90,30.42,134,Regular,High-Protein Diet
90,25.74,194,Keto,Balanced Diet
72,21.98,82,Keto,Balanced Diet
87,23.12,188,Regular,Balanced Diet
93,23.48,124,Vegetarian,Balanced Diet
116,34.26,77,Keto,High-Protein Diet
111,49.33,156,Regular,Low-Carb Diet
61,15.88,127,Regular,Low-Carb Diet
79,20.99,164,Vegetarian,Low-Fat Diet
114,48.07,134,Vegetarian,Low-Fat Diet
90,34.29,140,Vegetarian,Low-Carb Diet
69,29.09,147,Regular,Low-Carb Diet
55,16.79,57,Regular,Low-Fat Diet
53,18.34,92,Vegetarian,Low-Fat Diet
59,19.71,82,Vegetarian,Low-Fat Diet
100,35.86,104,Regular,Low-Fat Diet
87,30.1,107,Keto,High-Protein Diet
50,19.78,70,Regular,Low-Fat Diet
57,19.05,100,Keto,Balanced Diet
112,31.35,65,Keto,Low-Fat Diet
82,21.35,117,Keto,Low-Fat Diet
64,22.15,138,Regular,Low-Fat Diet
80,26.42,118,Regular,Balanced Diet
70,23.66,196,Regular,Balanced Diet
52,17.78,156,Keto,High-Protein Diet
115,49.13,119,Regular,High-Protein Diet
84,25.08,79,Vegetarian,High-Protein Diet
90,37.46,77,Regular,High-Protein Diet
108,34.47,62,Vegetarian,High-Protein Diet
65,20.06,116,Vegetarian,Balanced Diet
105,31.01,113,Regular,Balanced Diet
94,26.6,107,Regular,High-Protein Diet
108,29.6,117,Regular,Low-Carb Diet
99,33.46,59,Vegetarian,Low-Carb Diet
61,25.39,119,Keto,Low-Carb Diet
61,22.41,50,Regular,Low-Carb Diet
82,35.96,50,Keto,Low-Fat Diet
98,32.74,184,Vegan,Low-Carb Diet
